uid,text,data_part
lSOPHRlnuRs--11,and second is India.,Train
salnU0HghCE--16,The remaining passengers on the flight were given PPE suits to wear.,Train
Mk0cJvtVZ9o--3,PM Modi advised authorities across India to follow this.,Train
kGrVS6juta4--13,Jeetendra and many others were invited.,Train
OFH2zdnIvA8--3,my mom doing this and when I asked her,Train
iMlR4QLSWok--161,6 9,Validation
Xwd1e9lgw08--32,"You may be thinking - ""Lemongrass! Where do we get it from?""",Train
4oSyQoCsj-M--13,She also told him about not wanting to mix business and pleasure.,Train
lZJqw_atMwg--2,The match was held at the Ageas Bowl cricket stadium in the UK.,Train
809a3a5e02d1-126,Option never is given.,Train
nPVLo1gUPE0--10,the IPL with this Innovative commentary,Train
w2ekch7fFE4--14,which will not impact the aquatic lifestyle in the river. Wow! How enjoyable!,Train
WxKh6dYTUOU--105,"In higher classes, we will learn about the importance of knowing and handling such errors.",Train
e64b379cc5f8-20,very much,Train
GIil2b5J0Yo--15,"Since trains would not be able to decipher the signals, many of them were cancelled or delayed.",Train
vdaRzerogqI--15,The first was Kingfisher Airlines which shutdown in 2012.,Train
8cfebb40f2b9-33,curlylocks and woke up.,Train
5a1348dfe236-81,and in December,Train
V6dMrT9oeHA--14,"So after short intervals, look away from the screen and keep blinking your eyes.",Test
tpKE8EDpccU--1,He is the Financial Director of Orjet Intermediates Pvt. Ltd.,Train
vNBqhzjmOwQ--0,"On 11 th October 2021, Maharashtra CM Uddhav Thackeray has called a state-wide bandh.",Train
gd3Gu5lY8qw--31,more than 880 LGBTQ+ candidates will take part in elections across the country this year.,Train
45_C4M7xfWg--32,"How surprising! Srikanth, Vijay and their friends donated money,",Test
feNR9QkBVyU--7,which is why the train stopped.,Train
lfMpu-DTnr4--11,They were then taken back to Gateway of India.,Train
s8BUs77tQZ4--42,samudragupta,Train
6BDJE2NB53Y--62,Download and print this document.,Train
EWbcQfcgmW8--156,Exactly! It boosted your confidence. Though signing you understood everything.,Train
5Vu56lsTxhY--14,The entire superhero costume can be seen. People are very excited to see who will play the role.,Train
bS-z6Osz01A--3,"He has agreed to keep aside 60,000 vials of the vaccine especially for the Parsi community.",Train
B4Uc-hHhBYc--21,The family for scared for their safety.,Train
R5xjlITOxCY--68,also write what kind of angle it is. The first one,Test
3kgTNrNE-4Q--7,The news went viral and sources said he had fled again.,Train
tH0zce3kNtQ--7,Even the National Education Policy has created many rules to emphasize the use of Indian Sign Language.',Train
wVS1xbup7sM--9,"Inorder to make them realise her suffering, she decided to infect the nephew with HIV.",Train
J4v8qnLGEwk--30,But you didn't find the solution to the problem,Test
Peu6sGMy5Dg--7,She then began bleeding profusely and was rushed to the hospital.,Train
bcmjvqC8PUk--28,"However, Wasan denied it and said, “We have initiated legal action against the YouTubers.”",Test
5ZCZs9X2QVY--36,"When you book the ticket, there is an option that asks for a Coupon Code.",Train
KEp3mUphBEM--62,so they know how to handle.,Train
c85ff6c14be3-32,found that you could see so many things from the top.,Train
NaudCQy69LQ--24,My experience was for a total of four months and it was very different.,Train
jfyPXp__S7M--17,However the villagers had to go to the neighbouring Kalahandi district to reach the government hospital.,Train
XgmuhfB695I--51,"If you want, you can also serve coconut chutney along with green chutney",Train
Z80R2yX43NQ--21,Iran & the USA have been bitter enemies. There have been arguments among them for a while now.,Train
IykCj1JGO5A--129,incidentally it happens right after the,Train
yCGbMMl-w3Y--18,"After they got married, they had five children.",Train
JgjvlBQRcr8--1,and Indian-American Parag Agrawal will be taking his place as the new CEO.,Train
kwIaG4pZMDw--43,22 states and union territories have now finished voting.,Train
vDYzaKGzPn8--18,"A road safety officer said that,",Train
7ThAGiuXRY4--31,But the birthday cake contained high levels of saccharine.,Train
nIjAEHi-6HU--78,Ingredients used to prepare food items and their sources.,Train
ZVE_KjrY_po--21,and success has no limits.,Train
awYr3N1SiC0--7,"They are also questioning Ajay Raju Singh, whom they think is a peddler.",Train
5AUrqQjDKTw--15,"Just like we have adult Dons, she was known as Bachi Don as she was a child.",Train
GDbUT-JvzW0--7,and walked towards the Indo-Pak border.,Train
YkBPiRvH_uc--0,In Mumbai actors and famous people travel in their luxury cars like Mercedes & BMW.,Train
rZS8eF75CBQ--15,A woman sitting next to him was extremely disgusted when he flashed his private parts to her.,Validation
zuuFlJktQAA--65,somehow he managed to reach home with all his purchases.,Train
XS7W5SeBt64--3,ICICI which is a private bank is the 3rd largest bank in the country.,Train
EPWJ2Ck9Osg--15,The Bihar government rubbished her charges,Train
z7ZFQIDk7CA--7,The children & the driver were pulled out safely by passersby.,Train
kGrVS6juta4--14,The entire Ambani Family was invited as well. They were seated in the front row.,Train
N7O_KBF1Qqc--102,Hopeless,Validation
rIAx3FPvjhg--4,Ahmad Hamzeh is a Member of Parliament (MP) of Iran.,Train
1GkCV23JDxg--0,Aaditya Thackeray is Maharashtra’s Tourism and Environment Minister.,Train
pOCxEH8pa_I--6,They are the owners of the diamond company called Sanghvi and Sons.,Test
feNR9QkBVyU--19,A committee of three senior officers has been constituted,Train
yxme3eH9KiI_d,to consider an idea or plan carefully before making a decision,Train
haR79FUqNtw--86,This is because Russia is the world's top wheat exporter while Ukraine is the fourth largest.,Train
2b2718e10f2f-98,"Then, list the ice cream brands available in your area.",Validation
lWEwn6Xks1U--30,"I was shocked since earlier I used to communicate via TTY (Tele-Typewriter),",Train
b005df5e411b-5,Do you like to share your things with others?,Test
24UL6rotiL0--18,"I would also like to apologize to the Academy, the producers of the show, all the attendees and everyone.",Test
VnODLyX8VQY--12,The Superintendent of Police has said that the boy has been arrested.,Train
uKIi5p4ozh8_e3,We had to slash (our way) through the long grass to clear a path.,Train
nIjAEHi-6HU--150,column 3,Train
4c422e10f21d-13,"I have a tree, a green green tree to shade me from the sun.",Train
kK07qrRCiNY--9,The couple had a child and the doctor was happy with the success.,Train
2kZChqV_A90--4,How shocking!,Train
ld4fs1nLrAA--1,"Now, she is going to become a mother but being pregnant has not stopped her from leading a normal life.",Train
4-BrQM711fw--9,Kobe & his daughter had taken the helicopter to go to Gianna's basketball match.,Train
KxqgVJSEiW0--5,It was announced on 25th January that 3 individuals would receive this award.,Train
ekfnlDV00VI--27,and they are also checking if someone purposely fidgeted with the camera. He said the issue is under investigation.,Test
IpRLdrFqxKk--270,Electric current can flow through metals.,Train
8cfebb40f2b9-18,It was just right. Curlylocks ate up.,Test
vSIxvlREHAo--7,"stating that below Taj Mahal, there is a Shiv temple",Train
LjnS-cnPY0I--140,in the Rigveda.,Validation
aIaavgLhloE--116,"Whichever sport you love, do that",Validation
366805e50016-70,The rhyming word starts with F.,Test
oGMWbEXAHcQ--9,Many get into the habit of working long hours but this is very bad.,Test
5oxh6dWm9-c--29,about wheel check Cricket it was very,Train
eYAi1gGuW5w--22,"Here houses have burned and residents fled to shelter in hotels, hostels and university accommodation in nearby towns.",Test
9KVSNmWtqvA--30,This chapter focuses on visualization of three dimensional shapes.,Train
RnuycOnLhAQ--5,They were taken to the hospital and their life was saved.,Train
9ezqwvdzW90--244,One pencil is left.,Train
yuVspZCWkTU--6,Naveen scored 97% in his medical college entrance exam.,Train
EuEJiZAWgz8--3,and the map of India in 1947 was very different as compared to the Indian map in 2023 which has 28 states and 9 UTs.,Train
OL_BrAJ1wf0--3,amidst a severe shortage and increasing demand.,Train
1uPUbhBvzwk--5,The IPL 2024 auction took place in Dubai on 19th December 2023.,Train
70745e15917e-39,But can you run even a mile on the,Train
EpyuAIB_Q_w--12,The jet can attack in the air as well as on the ground at the same time.,Train
aIaavgLhloE--104,and speaking like this sends these waves straight to your brain,Test
e-D4k38pSrE--9,"Even while walking, masks are a must.",Validation
YKPwP5omD7E--27,and another Deaf man and asked if they would help distribute food in two places.,Train
0AAg-E7Wggk--49,threaten and scare people. We want the investigation to be monitored by the Supremem Court,Train
XgmuhfB695I--152,"To order the Satvic Food Book, click here",Train
YYf-H5pwcPs--10,"campaigned based on fear and feelings of nationalism,",Train
8NWsK6iEL5s--11,So that multiplexes earn well on the 16th. This is the current speculation.,Train
u6Ix8vjWUXI--19,"They even celebrated 2021's New Year together,",Test
jfyPXp__S7M--18,In between the 2 districts was a river.,Train
bZVGRZcLzJE_w,engaged,Train
IpRLdrFqxKk--67,The electric bulbs used at home also have similar design.,Train
qs8GadpQZB4--6,Now we are going to talk about an airport.,Train
x0CcSANYQcQ--9,now they use a new system and new counting methods.,Train
9xc24mAlprE--9,"from restaurants, pubs, hotels and other establishments in Mumbai.",Train
JSiBx7zGeVQ--29,That's when Manvi's family informed the police that the name of the bakery on the bill and on Zomato didn’t match.,Train
y4FuD-Fwq7I--0,"According to a Maharashtra Health Department official,",Train
Kb22VWQxt3s--1,Google aims to help India by giving premium digital services for India's development.,Train
fbd474720a91-73,Stone. Stick.,Train
8WzkVHDPENs--5,In this unit they make 400 statues in a day and sell it in the wholesale market and even online.,Train
k_rCqll2W0A--7,The bullet train will have 12 stations.,Train
xJu8zrAqIwI--16,to ensure that the global oil market does not go out of balance.,Validation
QiJgNpX3zN0--18,"Another official said, local traders wanted to prevent a loss. This is why they mixed their expired oil batches with the new batches.",Train
v1Zt9_nWDNs--6,Upasana's conversation with Sadhguru has gone viral.,Train
8CHgA2rIrqs--11,but he was arrested by the police.,Validation
LvN9Dxq2iLY--196,monthly cost A,Train
KsUWLN4hEvo--19,"Anuradha Bhasin, Editor of Kashmir Times also filed a PIL.",Validation
MzoR3wpsDBA--5,their parents must register the marriage within 30 days of marriage.,Train
A1K3AbJR7HQ--2,"According to Hindustan Times, tram usage has decreased. Instead of discarding them away,",Train
ktRQjBfCn-U_w,meditation,Train
N7wpa0gfMos--10,as 18 is his lucky number.,Train
5uxqKvxw-FQ--158,What is the source of heat for this evaporation?,Train
aaIqnc5blYM--6,This is because Priyanka was wearing a very unique and beautiful dress.,Test
IgdmTr-1enE--25,Hardik Pandya and MS Dhoni were on the field and managed to increase India's score.,Train
5ZCZs9X2QVY--30,then only Deaf individuals must be given a discount.,Train
JSiBx7zGeVQ--2,"On 24th March 2024, there was a 10 year old girl named named Manvi and it was her birthday.",Train
IpRLdrFqxKk--37,Carelessness in handling electricity and electric devices can cause severe injuries and sometimes even death.,Validation
nK7OryqkIzM--4,Otherwise women are fine but during menstruation it is very difficult.,Train
v7gDFmNLePU--1,SAARC encourages the people of South Asia to work together in a spirit of trust and understanding.,Test
PTt3KvVGHkg--28,"Since the couple has imposed such strict rules, journalists are desparate",Validation
tdo0OEPW9dE--3,"This gold toilet was named ""America"".",Train
2PDVqrc3eU4--92,is equal to dash.,Train
4c422e10f21d-59,and then there is picture of my relatives.,Test
UitZrNJP2lw--13,"If you get any facial surgery to alter the look of your face, then you will be asked to get a new passport. How strange!",Train
ZfFiI6CJ0bo--29,"Even I was hit. 33-40 people were injured, two persons broke their leg, and some are in pain.",Train
yCGbMMl-w3Y--31,They agreed and made the necessary arrangements for the two of them.,Validation
n9JN_3P9fnw--24,He also prepared a detailed list of all the names of the suspects.,Train
eVzCCud8OM4--15,Now President Ram Nath Kovind,Train
A2VCUgPweiU--183,Bho Di Satva Pilgrim,Train
YDRNx4MIFLI--14,is not allowed to take part in any political campaigns.,Train
0-l-i-sK9mc--12,if the fire brigade had brought a life-saving net it would break the fall of those who jumped.,Train
kES_ZNjFKz8--21,Therefore her lawyer and brother are trying,Validation
_2dFcENv2I4--16,The police then began tracking Shah’s location using GPS.,Train
CV2miJRalz4--1,"and informed them that in Mumbai, 2 famous film stars, Amitabh Bachchan and Dharmendra",Train
5kymd5UTvAc--11,The Vir Chakra is a matter of pride.,Train
Im-RbrxB4Ho--15,"Though Samir is of Indian origin, the fact is that he is an American because he was raised there.",Train
K7UgfR76VRA--20,"He sleeps anywhere in the transit area, on benches, floors as he is all alone in the transit area.",Train
9IxGZ0mv3UU--23,"They have won the IPL in 2010, 2011 and 2018.",Train
5nN9jCRd3p0--8,"After an ODI or a T20 match, the next day is a rest day.",Train
lSOPHRlnuRs--3,"Director for Amazon Pay Shariq Plasticwala said that,",Train
vJLUCRAmUWI--18,"Meanwhile, on the movie front, Alia Bhatt and Ranbir will be seen together in Brahmastra.",Validation
soTXzil_LzI--186,"When Jumman's aunt realised that she was not welcome in his house, what arrangement did she suggest?",Test
7SuwVT6TH4Q--14,"In the list it released, the youngest doctor who lost his life was 27 years old and the oldest was 85.",Train
08KXlG3cqsE--24,"They are supporting her with locations for photoshoots, make-up grooming and wardrobe.",Train
1ABuSBGJlwk--243,You won’t be need them anymore,Test
5vXlUIq2mXQ--20,They were skeptical whether the dose they received was real or fake.,Train
1782bea75c7d-50,Try to draw Rajat's taller than Raj.,Train
fbd474720a91-5,"One day, they went into the forest. They came to a river.",Train
vqZXHlFxLmA_e1,I cringed at the sight of my dad dancing.,Train
7Y0zXulWFTI--19,and finally now he is announced an all women's team.,Train
kRsCzeRiZuE--3,This is possible!,Train
ozS8Mx8AdH8--13,"In August, they launched health and hygiene accessories for its customers.",Train
2qJPrdGK3No--27,Both men were presented in court on 8th October for a hearing.,Train
eXtL6-Mp0lg--14,and neither can Facebook.,Train
kVxDVTLBiV4--23,Puri also said that India has received a request from Germany.,Train
fEPjL3_k8kU--6,The brother was furious and felt insulted.,Train
vuhXqDncBlc--13,He opened his first store in Karol Bagh in Delhi and expanded his business from there.,Train
YbchclrUJXg--25,"However, Tunisha shared a photo of herself five hours before ending her life.",Train
533abb879383-155,a pen and a hen.,Test
FOiPI0B3tSY--32,"In a day there are 20,000 people who visit here and hence there is a lot of workload on the staff.",Train
cb8925f9924b-96,It is big.,Train
7ThAGiuXRY4--32,"When the girl ate the cake, she faced stomach issues",Validation
wbkgT0IcnoU--17,Currently this case is being investigated by Sameer Wankhede.,Test
bQwgMmx06Fc--18,with the help of mosquito. The mosquito had bit the thief and sucked his blood.,Train
6Lb8PCw6vcc--87,Take a small quantity of a full item for testing.,Validation
UQ-HhDhktdU--7,So they informed the Collectorate of Customs Enforcement (CCE),Train
-hpbvSjpEiY--6,Yes yes,Train
IykCj1JGO5A--54,parts of the state of bihar till friday,Train
ELSQB4YDS8Q--4,"For those who do not know him, Kanodia was dubbed as a ""superstar"" of the Gujarati cinema",Test
MMCChJ2aD20--8,You should follow this plan only in 2 situations,Test
Vbeiz94SyEI--12,game from the city.,Train
IcViaxFQJZk--20,So it is important that we all practise Yoga.,Train
R5B1IMa8S_s--15,The fires stop once the monsoon starts.,Validation
89DRLAodtpQ--2,"In cases of rape and incest, abortion would not be allowed.",Train
DP3RglU7Vis--12,Walkar’s father then went to a senior police officer from Mira Bhayander Vasai Virar and told him about the issue.,Train
MMCChJ2aD20--123,a big handful of nuts and 2-3 dates,Train
LjnS-cnPY0I--195,and what could have been the difficulties.,Test
HBQwzyxvkZA--302,Some of these plants have their roots fixed in the soil below the water.,Test
5UaMRPEiKkA--22,China points to this history to say that Taiwan was originally a Chinese region even though it is ruled by Chiang Kai-shek.,Train
TyBQgmZ8gyw--10,One person who was injured in the riots called the police. However it became very difficult to manage the violent mob.,Train
iUPLlBcypuo--21,Coal on the other hand is extremely harmful to the environment.,Train
56Vuk-EegN0--11,The 11 year old girl was stunned as she had experienced all the bad touches.,Train
EWbcQfcgmW8--135,I think it should be the other way round. More emphasis on Signing and less on oralism.,Train
VGRsT4ASDoQ--11,At World Cup he was made Man of the Tournament.,Train
DMgN8terjos--9,They are now stable.,Train
jiPpUlMh2OY--20,They keep answering calls of parents who are under a lot of emotional stress as they can't meet their babies.,Train
CDnCd4RlVIw--31,"In 2016, at the Lahore's Services Hospital,",Train
IoFYNFaymYU--9,"Since they waited 11 days, it would obviously have compromised the forensic evidence.",Train
S0bzk-6TE6M--8,A photo showing packed crowds at a Wuhan train station has gone viral.,Train
Wz4lBuZSpAQ--81,Now Murmu is the second. We hope we see more women as the President in the future.,Train
Vr-cRdC2zds--16,This is illegal. First they needed permission from a committee headed by the PM Modi,Train
fe3FtHz7ilE--16,Indigo replied saying that its crew followed all protocols including announcements,Train
1cc162c590dc-134,Blank,Validation
OC_2CAtv7VY--25,The reason was that he loved to watch News daily and read the newspapers.,Train
C8xfqZNQd70--49,"Stiched clothes have gone through many variations since this invention. But is it not amazing that even today, Sari, Dhoti, Dungi or Turban is a good example of this.",Validation
WdxWjRwnowM--20,for two people,Train
57cab2a92c69-155,Amit,Train
3JLaPwiWUQo--3,She is a mother of two.,Validation
48jw74ujIz0--15,It was fully given to Glide to support them.,Train
ky90wy5wsO4--2,Ajay Barot from Gujarat a 27-year-old man,Test
alMJJ2UWYGI--2,Congress has promised to provide 20% of the poorest families,Test
zG9NwU51wkg--29,The farmers refused to leave till their issues over MSP aren't discussed.,Train
XJ8pS3s9DhM--1,"25 lakh people are suffering. There are floods, heavy rains and people have lost their homes and have no food to eat.",Train
jEnplEfhkj4--5,The house had not been cleaned for the last 7 years.,Train
iZ48KAEeNMI_e1,I have a craving for chocolate.,Train
39b5990995ba-37,encourage children to make a flower scrap book.,Train
1O04t21gPBM--18,he wanted to sell the stolen goods and buy an electric scooter for his sister for Raksha Bandhan.,Test
4Enhy6NhMh0--16,"Aryan Khan, along with his two partners, Bunty Singh and Leti Blagoeva,",Test
jr_2r0noJq8--2,"After a while when the order came, it was butter chicken instead.",Train
dJ_5m1Y2InE--261,We saw that blue is also equal to 1 tenth of the sheet.,Train
Nn9spzBqmMs--50,Mohammad Ghaus was a holy man.,Train
0-l-i-sK9mc--25,Officials are still not sure what the cause of the fire is.,Train
NSKRHmX8xIo--9,All of Aaftab's confessions were included in the chargesheet as well.,Train
C3WV8Q9eEhY--18,"Thus, making it easier to collect the flowers.",Train
jDy4C7B8OwI--38,Look at this finely polished stone sculpture.,Test
DGotgZbZ9dA--7,How shocking! He resigned because his MLAs did not support him anymore.,Train
9yf9dyz_mXM--16,High tidal waves were seen in the Arabian sea near Mumbai.,Train
d1IF1SezqBc--44,WhatsApp responded saying user accounts are given maximum security.,Train
b38TBFVZDvs--9,She graduated in aviation from the Bombay Flying Club in 2016,Test
QELWWvXzHAI--1,Now I am sure you have many more for the year 2022.,Train
bqGxuJhVAno--64,The first is the rat and here are its specific characteristics.,Train
rPse2rT3F9A--12,Here are all the details shared by the Election Commission.,Train
v85d2NIdHbQ--21,He too died of a cardiac arrest and killed two others in the process.,Test
hqkuzqJc5Jk--22,This is why the treatment must be stopped.,Validation
lvDGfx0ILRI--26,She was quite positive towards the Deaf representatives.,Train
6PzVdCh7cjk--6,He did not want a small car and built a 60 feet long car. He was very excited to build such a car.,Train
Xcr40XiJqFw--97,owned controlled,Train
LljUaUMMCdg--76,Sand and saw dust.,Test
8XzGMkdToVc--19,We have no ill-feelings towards each other and the separation was a mutual decision.,Train
uF1sSfodn1I--10,By the time Rajapaksa had already fled.,Train
3i3x5eQ98fs--12,5 policemen were injured in the clashes.,Train
b43a1342f8f5-175,This big jar has been in our family blank many years.,Train
WpLN8IELaOQ--7,Can Apple make cars? You might not think they can get into automobiles.,Train
77e29639c256-6,6 fat fishes,Train
uxe8Crz5UP4--16,He only moved when other passengers asked him to leave.,Train
jDy4C7B8OwI--89,It was meant to protect the northern frontier of the empire from pastoral people. Additions to the wall were made,Train
w1PBzSn75x4--1,Under-19 stands for ages below 19.,Train
WkXIBPerf_Y--6,He kept waiting and the food never came.,Test
6ZjCUZrhB9c--3,"The next day, they left their husbands and ran away with their boyfriends.",Train
713dmzIV7t0--6,and 269 wickets in 236 ODIs.,Train
O47tiJVLIX4--37,and write the length and width of each rectangle you have colored.,Validation
EpZF2qY8OzA--32,Some may find the fees high.,Train
UitZrNJP2lw--14,"2. For the passport picture you are not allowed to wear military, government, school or any kind of uniform.",Test
bcmjvqC8PUk--10,"No one is buying my food. Earlier I was earning over Rs 10,000 per day,",Validation
vRNFd_TH8JI--20,the impending China-Taiwan clash and now the Israel-Palestine war.,Train
2011b172755b-53,Trace and colour these flowers. Here are some dotted lines given.,Train
bqD6mDtF1HU--5,since 15th February started their courses on WhatsApp & Telegram.,Train
cpJOqMws9QM--23,At the same time she is also shooting for this movie opposite Ranveer Singh.,Train
zuuFlJktQAA--104,magazines,Train
Krevm5PT_8U--19,"Before take off, passengers will not be individually screened for high temperatures.",Test
eWndPJm4Iy8--8,8:30am to 9:00pm Chief guest will be welcomed for the opening ceremony.,Train
_EVjLdEmSOA--80,leading down to it from two sides.,Train
8urZALE3KoM--175,they have already been repealed it is,Train
ybHNqd9bUTg--7,If their oxygen levels are above 95% then they are healthy.,Train
aTB_lu2Im8Y--124,Try to locate images of the sun when an eclipse occurs next. That could be so much fun.,Train
1f1bb4e3121b-180,Pick out the names of the games mentioned in the story.,Train
lZJqw_atMwg--7,"Before starting the match, both England and West Indies players knelt on their knees with one arm raised.",Train
8c94dca71c3c-6,As they waited their turn in the chair.,Test
16d50cwIpoQ--0,Ziona Chana is from Mizoram.,Train
TvYfLZJkg_Q--8,When a call is placed on this number the police will come to pick you up.,Train
XXeKZUNLAk4--79,Step 3.,Train
1DAZvSmGslo--24,I never punched her. She hit herself on the nose with her ring which caused the bleed.,Train
rJbearlnpjw--14,Recently the Allahabad High Court Bench in Uttar Pradesh,Train
yn-hR8ns7a0--14,where there are 50% men and women in the cabinet.,Train
2ZPL6B56p6s--23,by 19th September on why BJP supporters were prevented from attending the protest march.,Train
vNKYbhNoiy4--17,Since buyers would not want to purchase phones with no access to services such as,Validation
VziaUrl0P6U--4,"Amidts all the chaos a flight took off. Withing a few minutes,",Train
MD3hVozwNMo--118,government is looking to reduce its,Validation
CZejmq3fV9Y--12,There were rumours that she was pregnant with her boyfriend's Sooraj Pancholi's baby.,Train
eWndPJm4Iy8--14,From 2:00pm - 4:30pm further Carrom competitions for the various winner will be held.,Train
35aIhMzM_pk--15,"Moreover, Talking to the Press ASI Ashok said,",Validation
eda13bc934dd-91,It buzzes around the dash.,Train
oE20_ZY4NMg--16,She had named actor Richa Chadha.,Test
Mp-V65vZbuE--3,He is the first PM to have won a majority vote.,Train
GA0sIj-y9sU--4,which we can enjoy in a bowl with different toppings,Train
3eA5mkM4Shc--34,"The video shoot was to happen, but whether it happened or not no one knows.",Train
Ie12e_-PM5E--7,"He said that there is nothing to worry and they are on alert, and are prepared for any incident.",Train
6PzVdCh7cjk--0,You all must have seen cars where generally 3-5 people are able to sit.,Train
NIKHNIkrHjo--23,He is an adventurer as well as an anchor of survival show Man Vs Wild on Discovery Channel-,Train
HvI-SDm2V2I--5,where the man slit his girlfriend's throat for having an affair with someone else and made a video of it as well.,Test
9KVSNmWtqvA--41,He knows that all the faces of a cube are squares.,Train
PyhQtduHhzg--2,as well as various government officials,Train
Ns4N7Q-mkGQ--15,was signed by Chennai Super Kings for a whopping Rs. 9.25 crore.,Train
tyTHT28aBcY--65,"there are also many successful Deaf around the world. Be positive, life is filled with problems, yes.",Train
NaudCQy69LQ--68,Who are you?,Train
r0S2Gv78jmM--6,"They taught a group of hearing individuals ISL for two days,",Train
6Lb8PCw6vcc--70,Copper sulfate solution can be prepared by dissolving 2 grams of copper sulfate in 100 milliliters of water.,Train
9MU9pRQ8fzQ--33,Global Hospital CEO Vivek Talaulikar said that,Train
5ZCZs9X2QVY--56,They will help you.,Train
7gpdD9346Nc--8,Bosses order paycuts and tell staff they have to find alternative transport.,Train
4G0g2o5S7XY--46,Also 2011 winning Indian team’s Captain MS Dhoni too was not present at the venue.,Test
qvUnUsgp9J0--40,as the disabled or a blind person has to face a lot of hardships.,Train
nocF-t3HfAE--107,Now... Rhythm  you are not buying a gown after this.,Test
Pq_t0WFvIOY--12,"6 thick parathas,",Validation
Wz4lBuZSpAQ--59,"Also she was supported by the BJP government, all the MLAS & MPS as Murmu was a tribal woman.",Train
oEwSIB5dPIY--4,"On 7th June 2022, a brain dead person from Vadodara donated a live heart",Validation
8CJshFfbJ5U--32,"Whenever they asked the agent, he always gave a heartbreaking answer.",Train
lc_oL_3ibHs--5,He was an Indian-Scottish man born in 1925.,Train
rqMT1kfVNA0--31,"Social is issuing all bills with a special message to encourage people to vote. They bills should be kept safely,",Test
5uxqKvxw-FQ--127,"Water from wet roads, roof tops and a few other places also disappears after the rains.",Validation
9MVpWMcysCc--6,was completely ignored by the large crowd.,Train
C8xfqZNQd70--129,Observe carefully.,Train
8lX0pvFRruY--60,The girl was relieved with the comments as it said that the girl was deaf and her parents were wrong in forcing her with implant and avoiding sign language.,Train
Zb-LScrNC40--9,Generations of the Deaf community will leave hassle free because of this Act.,Train
feNR9QkBVyU--6,"Just before the train reached Tanakpur, a cow had died on the track,",Train
jI33Nf24eog--15,Amritkar says that they aim to spread such purifying plants first to every railway station,Test
VBXKG-AuqiI--8,Despite all challenges they were dertermined and successfully completed the mission.,Train
npkekHa7y9M--12,“I was 10 minutes late. I pleaded with the authorities but still they did not allow me in.,Train
GIx57eZ4R0M--72,Aluminium wrappers.,Train
z3lY3mz5nkY--4,"One of the doctors said that, ""two of us doctors badly injured our legs in the assault.",Train
arR8t7jX2xM--28,The commissioner asked him to not lead an isolated life and come back to civilization.,Train
df4bb619957f-51,few,Test
wmfpbdcq-60--26,"Resident doctors from big hospitals like All India Institute of Medical Sciences (AIIMS), etc are participating in the protest.",Train
nIjAEHi-6HU--187,Bees collect nectar means sweet juices from flowers.,Train
LljUaUMMCdg--37,Cut them anyway as you can.,Validation
yHxHG6tcdIA--16,"A team comprising of the Collector, Commissioner, Inspector-General,",Validation
Wz4lBuZSpAQ--65,She shifted to Bhubaneswar and graduated in Arts from Rama Devi Women’s college,Train
_SSJde7GrTA--55,school land total land of the city,Train
ujmh8ACl4BY--141,we can make lot of promises but to,Test
aaJqJ3qOaMY--23,The teams will again have to play 6 balls each.,Train
dxg-dX-GYhc--25,"Using the research, this genius made the concept a possibility.",Train
b005df5e411b-37,Who is your best friend?,Train
dPuKX_lM4Zc--65,"Also, we have the picture of a boy surrounding this question.",Validation
LBbVwITeR1w--24,The villagers got very angry and forced the girl to carry the man on her shoulders as a punishment.,Train
6CgBYlaivu0--19,Hiren's body has been recovered from the Kalwa creek at 10:25 am on 5th March 2021.,Train
aaJqJ3qOaMY--1,Yesterday the New Zealand vs England match was held.,Train
dAj-yEikuJg--18,As it is difficult to book a slot on the Co-WIN website.,Train
RDxX3fWFvzY--30,Take care that it does not burst. The shape and size of the balloon have changed. Figure 6.1.,Train
Vc-RbJc2Be0--116,This shows that air also contains dust particles.,Train
b98HqoIOhio--12,The 20 Forest officials said that they had expected such problems when they came to plant the sapplings.,Test
8c94dca71c3c-74,"You ordered me to come, so I will not quit your house till I have shaved.",Train
C5r5H4OL9io--4,Chemotherapy sometimes helps to reduce the cancer.,Train
8urZALE3KoM--295,up here on this bulletin india beat,Train
sfEnuHZebB4--4,language on the channel gives access to,Train
gZvvwtj_6hM--23,They both had a glass of wine and had a romantic date.,Test
b43KMDbzOnQ--15,Mona said at that time she took a break of 5 months from work.,Train
d-3-P6_H_LU--20,"They also said that when the bridge collapsed on the ship, the team had to come to check why it happened.",Train
RemZO077Lbo--21,Police is investigating if someone murdered them by pushing them down or if they committed suicide. Shocking!,Train
57cab2a92c69-42,A hunter came to the forest.,Test
S_sy1WfTmyI--7,"In the same video, he is with his dog at the park and trying to make it fly with the balloons attached.",Train
zxvcX32Cs2k--5,This was a surprised raid where they found that the film Bigil did not earn Rs 300 crore.,Train
GIx57eZ4R0M--171,or wire mesh.,Test
XFZt3x3FvMg--14,"Earlier when wooden stumps were used, there was always a benefit of doubt. ",Train
NI787JtKq9k--11,"and if you got out, you should wear a mask.",Validation
6cTetiLJw4A--5,There is an Indian bowler who is also an amazing batsman.,Validation
ehWgEprZG4M--12,sugar is written before tomato paste,Test
3M3u-oMbJBU--28,UDID can be used to avail railway concession as well but Railway insists on having a separate certificate which mentions the percentage of disability.,Train
Y_7WiIi_uTk--40,These are called natural fibers.,Train
_fmmnlZWeds--17,"The lawyer refuted the doctor's claims and said,",Train
